# N,sepal_l,sepal_w,petal_l,petal_w,setosa,versicolor,virginica,predict,answer,true
2.800000000000000000e+01,5.200000000000000178e+00,3.500000000000000000e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.751747580483798306e-01,2.807944948137831159e-02,5.539431666764764103e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.900000000000000000e+01,5.200000000000000178e+00,3.399999999999999911e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.752431883943185609e-01,2.800227396886722717e-02,5.538422643918251495e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+01,4.700000000000000178e+00,3.200000000000000178e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.734771408631367473e-01,2.995652497287892846e-02,5.606056481544130846e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.100000000000000000e+01,4.799999999999999822e+00,3.100000000000000089e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.731634795322064990e-01,3.030530297797738928e-02,5.615263416823034100e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,5.400000000000000355e+00,3.399999999999999911e+00,1.500000000000000000e+00,4.000000000000000222e-01,9.748655226059969037e-01,2.842493277963679607e-02,5.546980657721765039e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.300000000000000000e+01,5.200000000000000178e+00,4.099999999999999645e+00,1.500000000000000000e+00,1.000000000000000056e-01,9.756481517564692396e-01,2.755647366099795922e-02,5.520561527296931163e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.400000000000000000e+01,5.500000000000000000e+00,4.200000000000000178e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.757267673502910688e-01,2.747119796973770262e-02,5.514766597886102545e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.500000000000000000e+01,4.900000000000000355e+00,3.100000000000000089e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.740366328255577466e-01,2.933678152631707253e-02,5.585652284241299746e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.600000000000000000e+01,5.000000000000000000e+00,3.200000000000000178e+00,1.199999999999999956e+00,2.000000000000000111e-01,9.752736026732837793e-01,2.796331542641706386e-02,5.544050975601074772e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.700000000000000000e+01,5.500000000000000000e+00,3.500000000000000000e+00,1.300000000000000044e+00,2.000000000000000111e-01,9.755427003135976882e-01,2.767236387755378502e-02,5.524595379678034004e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.800000000000000000e+01,4.900000000000000355e+00,3.600000000000000089e+00,1.399999999999999911e+00,1.000000000000000056e-01,9.753941784408635129e-01,2.783242738508837077e-02,5.537314620851167130e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.900000000000000000e+01,4.400000000000000355e+00,3.000000000000000000e+00,1.300000000000000044e+00,2.000000000000000111e-01,9.741189983669864549e-01,2.923147086754352905e-02,5.599957764592459683e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+01,5.099999999999999645e+00,3.399999999999999911e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.749724860378554681e-01,2.830251766682134393e-02,5.548332751632858821e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.100000000000000000e+01,5.000000000000000000e+00,3.500000000000000000e+00,1.300000000000000044e+00,2.999999999999999889e-01,9.753346955510426852e-01,2.789900601931498414e-02,5.537352345620169362e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.200000000000000000e+01,4.500000000000000000e+00,2.299999999999999822e+00,1.300000000000000044e+00,2.999999999999999889e-01,9.680572487207405041e-01,3.593291630264561221e-02,5.792870858050950915e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.300000000000000000e+01,4.400000000000000355e+00,3.200000000000000178e+00,1.300000000000000044e+00,2.000000000000000111e-01,9.746579925710432413e-01,2.863665825665367287e-02,5.578621912187786865e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.400000000000000000e+01,5.000000000000000000e+00,3.500000000000000000e+00,1.600000000000000089e+00,5.999999999999999778e-01,9.737308117985898903e-01,2.968366363411093292e-02,5.586762696114940321e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.500000000000000000e+01,5.099999999999999645e+00,3.799999999999999822e+00,1.899999999999999911e+00,4.000000000000000222e-01,9.738553000334330134e-01,2.954899636671054833e-02,5.579853600570372149e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.600000000000000000e+01,4.799999999999999822e+00,3.000000000000000000e+00,1.399999999999999911e+00,2.999999999999999889e-01,9.737866301701724181e-01,2.961115180027392921e-02,5.596738134442168743e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.700000000000000000e+01,5.099999999999999645e+00,3.799999999999999822e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.752922835697829251e-01,2.795015853365962269e-02,5.534179810051640530e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.800000000000000000e+01,4.599999999999999645e+00,3.200000000000000178e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.744740964016138651e-01,2.884600384554337343e-02,5.577667551803211325e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.900000000000000000e+01,5.299999999999999822e+00,3.700000000000000178e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.754165666642178323e-01,2.781272354420650725e-02,5.528854759120857901e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+01,5.000000000000000000e+00,3.299999999999999822e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.750031096739225633e-01,2.826591883462805863e-02,5.550424453616553157e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.100000000000000000e+01,7.000000000000000000e+00,3.200000000000000178e+00,4.700000000000000178e+00,1.399999999999999911e+00,2.395776419022654577e-02,9.765997539801183347e-01,1.682511881180305882e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.200000000000000000e+01,6.400000000000000355e+00,3.200000000000000178e+00,4.500000000000000000e+00,1.500000000000000000e+00,2.375408899553506717e-02,9.756414168396232434e-01,1.755360157607394750e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.300000000000000000e+01,6.900000000000000355e+00,3.100000000000000089e+00,4.900000000000000355e+00,1.500000000000000000e+00,2.316923957784730592e-02,9.743233949667094995e-01,1.880901565922091581e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.400000000000000000e+01,5.500000000000000000e+00,2.299999999999999822e+00,4.000000000000000000e+00,1.300000000000000044e+00,1.740453922090662298e-02,9.111983957965564818e-01,7.109268363162782323e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.500000000000000000e+01,6.500000000000000000e+00,2.799999999999999822e+00,4.599999999999999645e+00,1.500000000000000000e+00,2.164487445907579272e-02,9.653703944283408278e-01,2.589929561265373950e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.600000000000000000e+01,5.700000000000000178e+00,2.799999999999999822e+00,4.500000000000000000e+00,1.300000000000000044e+00,1.778838492559745021e-02,9.202064260986666522e-01,6.356419969824465832e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.700000000000000000e+01,6.299999999999999822e+00,3.299999999999999822e+00,4.700000000000000178e+00,1.600000000000000089e+00,2.178803121140008084e-02,9.659333842003430259e-01,2.537793998029239453e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.800000000000000000e+01,4.900000000000000355e+00,2.399999999999999911e+00,3.299999999999999822e+00,1.000000000000000000e+00,2.675006711631462350e-02,9.737307843728754131e-01,1.665661861550788922e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.900000000000000000e+01,6.599999999999999645e+00,2.899999999999999911e+00,4.599999999999999645e+00,1.300000000000000044e+00,2.372311312168148140e-02,9.761951524473639896e-01,1.723808075257858216e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+01,5.200000000000000178e+00,2.700000000000000178e+00,3.899999999999999911e+00,1.399999999999999911e+00,1.936653419243981877e-02,9.398673914767068371e-01,4.609161764866839817e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.100000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00,3.500000000000000000e+00,1.000000000000000000e+00,2.341338709367178639e-02,9.717695434482409578e-01,2.019298073847548142e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.200000000000000000e+01,5.900000000000000355e+00,3.000000000000000000e+00,4.200000000000000178e+00,1.500000000000000000e+00,2.319940893051946826e-02,9.724528902639776318e-01,1.993821068465436580e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.300000000000000000e+01,6.000000000000000000e+00,2.200000000000000178e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.398847775153478343e-02,9.761743245510741129e-01,1.706706797106665244e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,6.099999999999999645e+00,2.899999999999999911e+00,4.700000000000000178e+00,1.399999999999999911e+00,1.827129758092776307e-02,9.291676261221722966e-01,5.598776678726122974e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.500000000000000000e+01,5.599999999999999645e+00,2.899999999999999911e+00,3.600000000000000089e+00,1.300000000000000044e+00,2.677196737548209748e-02,9.739170265755853206e-01,1.653010877779885132e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.600000000000000000e+01,6.700000000000000178e+00,3.100000000000000089e+00,4.400000000000000355e+00,1.399999999999999911e+00,2.423009856077929652e-02,9.763507654952308101e-01,1.678832671806542234e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.700000000000000000e+01,5.599999999999999645e+00,3.000000000000000000e+00,4.500000000000000000e+00,1.500000000000000000e+00,1.166377277268977782e-02,6.368808293112711016e-01,3.341761640336976535e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.800000000000000000e+01,5.799999999999999822e+00,2.700000000000000178e+00,4.099999999999999645e+00,1.000000000000000000e+00,2.438251970841829458e-02,9.761091932298422424e-01,1.683285414224318377e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000000e+01,6.200000000000000178e+00,2.200000000000000178e+00,4.500000000000000000e+00,1.500000000000000000e+00,6.863645004308483941e-03,1.455382819605009481e-01,8.572447668803594434e-01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+01,5.599999999999999645e+00,2.500000000000000000e+00,3.899999999999999911e+00,1.100000000000000089e+00,2.418826291435872619e-02,9.755897331502512149e-01,1.727946224282192120e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.100000000000000000e+01,5.900000000000000355e+00,3.200000000000000178e+00,4.799999999999999822e+00,1.800000000000000044e+00,5.285421489096946319e-03,5.067216714667239358e-02,9.536564002083727232e-01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.200000000000000000e+01,6.099999999999999645e+00,2.799999999999999822e+00,4.000000000000000000e+00,1.300000000000000044e+00,2.456478660868630787e-02,9.759112327224880312e-01,1.682419778486355863e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.300000000000000000e+01,6.299999999999999822e+00,2.500000000000000000e+00,4.900000000000000355e+00,1.500000000000000000e+00,5.608195135766050159e-03,6.536704498002790520e-02,9.392875256347366086e-01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.400000000000000000e+01,6.099999999999999645e+00,2.799999999999999822e+00,4.700000000000000178e+00,1.199999999999999956e+00,2.190951031326940010e-02,9.672401601694849971e-01,2.442028960930339374e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.500000000000000000e+01,6.400000000000000355e+00,2.899999999999999911e+00,4.299999999999999822e+00,1.300000000000000044e+00,2.413497931217559178e-02,9.762992077479909492e-01,1.688555557054767856e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.600000000000000000e+01,6.599999999999999645e+00,3.000000000000000000e+00,4.400000000000000355e+00,1.399999999999999911e+00,2.404529421941154280e-02,9.763511479462726461e-01,1.691571296077027178e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.700000000000000000e+01,6.799999999999999822e+00,2.799999999999999822e+00,4.799999999999999822e+00,1.399999999999999911e+00,2.285722734226990766e-02,9.728682963922961058e-01,1.997144246923154842e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.800000000000000000e+01,6.700000000000000178e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.699999999999999956e+00,1.133221770869615765e-02,6.117596926628271481e-01,3.610116288342379298e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.900000000000000000e+01,6.000000000000000000e+00,2.899999999999999911e+00,4.500000000000000000e+00,1.500000000000000000e+00,1.827405513456654279e-02,9.284481862052580414e-01,5.646496695906549207e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+01,5.700000000000000178e+00,2.600000000000000089e+00,3.500000000000000000e+00,1.000000000000000000e+00,2.815373375349449619e-02,9.726795551026039544e-01,1.635843643713298656e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.100000000000000000e+01,5.500000000000000000e+00,2.399999999999999911e+00,3.799999999999999822e+00,1.100000000000000089e+00,2.416692137493879275e-02,9.752847684915247894e-01,1.747846575412127443e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.200000000000000000e+01,5.500000000000000000e+00,2.399999999999999911e+00,3.700000000000000178e+00,1.000000000000000000e+00,2.487768964628537735e-02,9.755761818879228331e-01,1.681664862901342469e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.300000000000000000e+01,5.799999999999999822e+00,2.700000000000000178e+00,3.899999999999999911e+00,1.199999999999999956e+00,2.463722642227093168e-02,9.757499498143127337e-01,1.687203573042188667e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.400000000000000000e+01,6.000000000000000000e+00,2.700000000000000178e+00,5.099999999999999645e+00,1.600000000000000089e+00,4.402183561483519886e-03,2.347601053887714284e-02,9.796461658158377439e-01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000000e+01,5.400000000000000355e+00,3.000000000000000000e+00,4.500000000000000000e+00,1.500000000000000000e+00,7.873204798146141159e-03,2.351809662701163928e-01,7.615603044217569284e-01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.600000000000000000e+01,6.000000000000000000e+00,3.399999999999999911e+00,4.500000000000000000e+00,1.600000000000000089e+00,2.265629182054177196e-02,9.702070869035192002e-01,2.180549005754760586e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.700000000000000000e+01,6.700000000000000178e+00,3.100000000000000089e+00,4.700000000000000178e+00,1.500000000000000000e+00,2.344118466055724118e-02,9.751720139780593044e-01,1.807348622017974221e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.800000000000000000e+01,6.299999999999999822e+00,2.299999999999999822e+00,4.400000000000000355e+00,1.300000000000000044e+00,2.088516796097865738e-02,9.597579309676373960e-01,3.045895032988549592e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.900000000000000000e+01,5.599999999999999645e+00,3.000000000000000000e+00,4.099999999999999645e+00,1.300000000000000044e+00,2.404543712845430212e-02,9.749759079157659380e-01,1.774675417957245066e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+01,5.500000000000000000e+00,2.500000000000000000e+00,4.000000000000000000e+00,1.300000000000000044e+00,2.110167845001600928e-02,9.595035200752448645e-01,3.032319785105251631e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.100000000000000000e+01,5.500000000000000000e+00,2.600000000000000089e+00,4.400000000000000355e+00,1.199999999999999956e+00,1.602508464466278343e-02,8.787129656296349678e-01,1.001451396291523077e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.200000000000000000e+01,6.099999999999999645e+00,3.000000000000000000e+00,4.599999999999999645e+00,1.399999999999999911e+00,2.179086467858475790e-02,9.660467495372967450e-01,2.530456388914593957e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.300000000000000000e+01,5.799999999999999822e+00,2.600000000000000089e+00,4.000000000000000000e+00,1.199999999999999956e+00,2.405672607964648435e-02,9.755915116310842627e-01,1.736948986153094912e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.400000000000000000e+01,5.000000000000000000e+00,2.299999999999999822e+00,3.299999999999999822e+00,1.000000000000000000e+00,2.635155390483197996e-02,9.741038070000161975e-01,1.670158408896758873e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.500000000000000000e+01,5.599999999999999645e+00,2.700000000000000178e+00,4.200000000000000178e+00,1.300000000000000044e+00,2.137149956827742725e-02,9.621233617664165516e-01,2.829701596416830250e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.600000000000000000e+01,5.700000000000000178e+00,3.000000000000000000e+00,4.200000000000000178e+00,1.199999999999999956e+00,2.414704359960795355e-02,9.757140937196651098e-01,1.723100321871011420e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.700000000000000000e+01,5.700000000000000178e+00,2.899999999999999911e+00,4.200000000000000178e+00,1.300000000000000044e+00,2.346017060858672856e-02,9.737412912980559776e-01,1.893857111837015522e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.800000000000000000e+01,6.200000000000000178e+00,2.899999999999999911e+00,4.299999999999999822e+00,1.300000000000000044e+00,2.398442382910622242e-02,9.760555519620918163e-01,1.713816185215639304e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.900000000000000000e+01,5.099999999999999645e+00,2.500000000000000000e+00,3.000000000000000000e+00,1.100000000000000089e+00,3.460403150880764916e-02,9.664810052733030510e-01,1.586306708805571009e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+02,5.700000000000000178e+00,2.799999999999999822e+00,4.099999999999999645e+00,1.300000000000000044e+00,2.361536877388230662e-02,9.741314731010110028e-01,1.857963523575409392e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.010000000000000000e+02,6.299999999999999822e+00,3.299999999999999822e+00,6.000000000000000000e+00,2.500000000000000000e+00,4.306994052842713465e-03,2.139620251848599677e-02,9.815668142346515301e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.020000000000000000e+02,5.799999999999999822e+00,2.700000000000000178e+00,5.099999999999999645e+00,1.899999999999999911e+00,4.309501694312396942e-03,2.144557924473210891e-02,9.815223454060971742e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.030000000000000000e+02,7.099999999999999645e+00,3.000000000000000000e+00,5.900000000000000355e+00,2.100000000000000089e+00,4.310791349181094211e-03,2.147050201158369476e-02,9.814970839862001695e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.040000000000000000e+02,6.299999999999999822e+00,2.899999999999999911e+00,5.599999999999999645e+00,1.800000000000000044e+00,4.312904486716663717e-03,2.151866700102147631e-02,9.814541742575473293e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.050000000000000000e+02,6.500000000000000000e+00,3.000000000000000000e+00,5.799999999999999822e+00,2.200000000000000178e+00,4.307195036596388020e-03,2.139937252328123762e-02,9.815638403799461509e-01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
